id_event,sort_order,time,text,event_type,side,event_team,opponent,player,fastBreak
197,87,70,Axel Bellinghausen (FC Augsburg) wins a free kick on the left wing.,8,1,FC Augsburg,SC Freiburg,axel bellinghausen,0
198,88,70,Foul by Johannes Flum (SC Freiburg).,3,2,SC Freiburg,FC Augsburg,johannes flum,0
199,89,71,"Attempt missed. Mensur Mujdza (SC Freiburg) left footed shot from outside the box is close, but misses to the right. Assisted by Daniel Caligiuri following a fast break.",1,2,SC Freiburg,FC Augsburg,mensur mujdza,1
200,90,72,Axel Bellinghausen (FC Augsburg) wins a free kick in the attacking half.,8,1,FC Augsburg,SC Freiburg,axel bellinghausen,0
201,91,72,Akaki Gogia (FC Augsburg) wins a free kick on the right wing.,8,1,FC Augsburg,SC Freiburg,akaki gogia,0
202,92,72,Foul by Daniel Caligiuri (SC Freiburg).,3,2,SC Freiburg,FC Augsburg,daniel caligiuri,0
203,93,72,Foul by Felix Bastians (SC Freiburg).,3,2,SC Freiburg,FC Augsburg,felix bastians,0
204,94,73,Marcel de Jong (FC Augsburg) wins a free kick on the left wing.,8,1,FC Augsburg,SC Freiburg,marcel de jong,0
205,95,73,Attempt saved. Sascha Molders (FC Augsburg) header from the centre of the box is saved in the bottom right corner. Assisted by Daniel Baier with a cross.,1,1,FC Augsburg,SC Freiburg,sascha molders,0
206,96,73,Foul by Cedric Makiadi (SC Freiburg).,3,2,SC Freiburg,FC Augsburg,cedric makiadi,0
207,97,76,"Substitution, FC Augsburg. Stephan Hain replaces Lorenzo Davids.",7,1,FC Augsburg,SC Freiburg,NA,0
208,98,78,Foul by Uwe Mohrle (FC Augsburg).,3,1,FC Augsburg,SC Freiburg,uwe mohrle,0
209,99,78,Papiss Demba Cisse (SC Freiburg) wins a free kick in the attacking half.,8,2,SC Freiburg,FC Augsburg,papiss demba cisse,0
210,100,80,Foul by Daniel Baier (FC Augsburg).,3,1,FC Augsburg,SC Freiburg,daniel baier,0
211,101,80,Julian Schuster (SC Freiburg) wins a free kick in the defensive half.,8,2,SC Freiburg,FC Augsburg,julian schuster,0
212,102,81,"Goal!  FC Augsburg 2, SC Freiburg 2. Sascha Molders (FC Augsburg) header from the centre of the box to the bottom left corner. Assisted by Akaki Gogia with a cross.",1,1,FC Augsburg,SC Freiburg,sascha molders,0
213,103,83,Axel Bellinghausen (FC Augsburg) wins a free kick on the left wing.,8,1,FC Augsburg,SC Freiburg,axel bellinghausen,0
214,104,83,Foul by Mensur Mujdza (SC Freiburg).,3,2,SC Freiburg,FC Augsburg,mensur mujdza,0
215,105,83,"Substitution, SC Freiburg. Anton Putsila replaces Cedric Makiadi because of an injury.",7,2,SC Freiburg,FC Augsburg,NA,0
216,106,84,Foul by Sascha Molders (FC Augsburg).,3,1,FC Augsburg,SC Freiburg,sascha molders,0
217,107,84,"Corner,  FC Augsburg. Conceded by Julian Schuster.",2,1,FC Augsburg,SC Freiburg,julian schuster,0
218,108,84,Heiko Butscher (SC Freiburg) wins a free kick in the defensive half.,8,2,SC Freiburg,FC Augsburg,heiko butscher,0
219,109,85,Mensur Mujdza (SC Freiburg) is shown the yellow card.,4,2,SC Freiburg,FC Augsburg,mensur mujdza,0
220,110,86,Foul by Jan-Ingwer Callsen-Bracker (FC Augsburg).,3,1,FC Augsburg,SC Freiburg,janingwer callsenbracker,0
221,111,86,Anton Putsila (SC Freiburg) wins a free kick on the left wing.,8,2,SC Freiburg,FC Augsburg,anton putsila,0
222,112,87,"Corner,  SC Freiburg. Conceded by Jonas De Roeck.",2,2,SC Freiburg,FC Augsburg,jonas de roeck,0
223,113,88,"Substitution, SC Freiburg. Garra Dembele replaces Daniel Caligiuri.",7,2,SC Freiburg,FC Augsburg,NA,0
224,114,89,Garra Dembele (SC Freiburg) wins a free kick in the defensive half.,8,2,SC Freiburg,FC Augsburg,garra dembele,0
225,115,90,Foul by Axel Bellinghausen (FC Augsburg).,3,1,FC Augsburg,SC Freiburg,axel bellinghausen,0
226,116,90,"Offside, FC Augsburg. Simon Jentzsch tries a through ball, but Stephan Hain is caught offside.",9,1,FC Augsburg,SC Freiburg,stephan hain,0
227,117,90,Daniel Baier (FC Augsburg) wins a free kick in the defensive half.,8,1,FC Augsburg,SC Freiburg,daniel baier,0
228,118,90,Attempt blocked. Sascha Molders (FC Augsburg) left footed shot from outside the box is blocked. Assisted by Jan-Ingwer Callsen-Bracker with a headed pass.,1,1,FC Augsburg,SC Freiburg,sascha molders,0
229,119,90,Mensur Mujdza (SC Freiburg) wins a free kick on the right wing.,8,2,SC Freiburg,FC Augsburg,mensur mujdza,0
230,120,90,Attempt saved. Garra Dembele (SC Freiburg) right footed shot from a difficult angle on the right is saved in the bottom right corner. Assisted by Papiss Demba Cisse.,1,2,SC Freiburg,FC Augsburg,garra dembele,0
231,121,90,Foul by Johannes Flum (SC Freiburg).,3,2,SC Freiburg,FC Augsburg,johannes flum,0
232,122,90,Johannes Flum (SC Freiburg) is shown the yellow card for a bad foul.,4,2,SC Freiburg,FC Augsburg,johannes flum,0
233,1,1,Per Mertesacker (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,per mertesacker,0
234,2,1,Foul by Richard Sukuta-Pasu (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,richard sukutapasu,0
235,3,2,Per Mertesacker (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,per mertesacker,0
236,4,2,Foul by Richard Sukuta-Pasu (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,richard sukutapasu,0
237,5,4,Clemens Fritz (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,clemens fritz,0
238,6,4,Foul by Florian Dick (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,florian dick,0
239,7,5,Attempt saved. Lennart Thy (SV Werder Bremen) left footed shot from the left side of the box is saved in the bottom right corner. Assisted by Aaron Hunt with a through ball.,1,1,Werder Bremen,Kaiserslautern,lennart thy,0
240,8,6,"Offside, Kaiserslautern. Mathias Abel tries a through ball, but Richard Sukuta-Pasu is caught offside.",9,2,Kaiserslautern,Werder Bremen,richard sukutapasu,0
241,9,7,Foul by Sokratis (SV Werder Bremen).,3,1,Werder Bremen,Kaiserslautern,sokratis,0
242,10,7,Foul by Philipp Bargfrede (SV Werder Bremen).,3,1,Werder Bremen,Kaiserslautern,philipp bargfrede,0
243,11,7,Ivo Ilicevic (Kaiserslautern) wins a free kick on the left wing.,8,2,Kaiserslautern,Werder Bremen,ivo ilicevic,0
244,12,7,Leon Jessen (Kaiserslautern) wins a free kick on the left wing.,8,2,Kaiserslautern,Werder Bremen,leon jessen,0
245,13,9,Marko Marin (SV Werder Bremen) wins a free kick in the attacking half.,8,1,Werder Bremen,Kaiserslautern,marko marin,0
246,14,9,"Corner,  SV Werder Bremen. Conceded by Rodnei.",2,1,Werder Bremen,Kaiserslautern,rodnei,0
247,15,9,Attempt blocked. Markus Rosenberg (SV Werder Bremen) left footed shot from the right side of the six yard box is blocked.,1,1,Werder Bremen,Kaiserslautern,markus rosenberg,0
248,16,9,Foul by Thanos Petsos (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,thanos petsos,0
249,17,11,"Corner,  Kaiserslautern. Conceded by Andreas Wolf.",2,2,Kaiserslautern,Werder Bremen,andreas wolf,0
250,18,12,Lennart Thy (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,lennart thy,0
251,19,12,Foul by Mathias Abel (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,mathias abel,0
252,20,12,Hand ball by Olcay Sahan (Kaiserslautern).,10,2,Kaiserslautern,Werder Bremen,olcay sahan,0
253,21,13,"Offside, Kaiserslautern. Pierre De Wit tries a through ball, but Ivo Ilicevic is caught offside.",9,2,Kaiserslautern,Werder Bremen,ivo ilicevic,0
254,22,14,"Offside, Kaiserslautern. Olcay Sahan tries a through ball, but Pierre De Wit is caught offside.",9,2,Kaiserslautern,Werder Bremen,pierre de wit,0
255,23,15,Marko Marin (SV Werder Bremen) wins a free kick in the attacking half.,8,1,Werder Bremen,Kaiserslautern,marko marin,0
256,24,15,Foul by Florian Dick (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,florian dick,0
257,25,17,Clemens Fritz (SV Werder Bremen) wins a free kick in the attacking half.,8,1,Werder Bremen,Kaiserslautern,clemens fritz,0
258,26,17,Foul by Richard Sukuta-Pasu (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,richard sukutapasu,0
259,27,17,Richard Sukuta-Pasu (Kaiserslautern) is shown the yellow card for a bad foul.,4,2,Kaiserslautern,Werder Bremen,richard sukutapasu,0
260,28,19,Aaron Hunt (SV Werder Bremen) wins a free kick in the attacking half.,8,1,Werder Bremen,Kaiserslautern,aaron hunt,0
261,29,19,Foul by Andreas Wolf (SV Werder Bremen).,3,1,Werder Bremen,Kaiserslautern,andreas wolf,0
262,30,19,Foul by Christian Tiffert (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,christian tiffert,0
263,31,19,Richard Sukuta-Pasu (Kaiserslautern) wins a free kick in the defensive half.,8,2,Kaiserslautern,Werder Bremen,richard sukutapasu,0
264,32,20,Florian Dick (Kaiserslautern) wins a free kick in the defensive half.,8,2,Kaiserslautern,Werder Bremen,florian dick,0
265,33,21,Olcay Sahan (Kaiserslautern) wins a free kick on the right wing.,8,2,Kaiserslautern,Werder Bremen,olcay sahan,0
266,34,22,"Offside, Kaiserslautern. Ivo Ilicevic tries a through ball, but Pierre De Wit is caught offside.",9,2,Kaiserslautern,Werder Bremen,pierre de wit,0
267,35,24,Attempt saved. Aaron Hunt (SV Werder Bremen) left footed shot from outside the box is saved in the bottom right corner. Assisted by Marko Marin.,1,1,Werder Bremen,Kaiserslautern,aaron hunt,0
268,36,27,"Offside, SV Werder Bremen. Markus Rosenberg tries a through ball, but Lennart Thy is caught offside.",9,1,Werder Bremen,Kaiserslautern,lennart thy,0
269,37,28,Andreas Wolf (SV Werder Bremen) wins a free kick in the attacking half.,8,1,Werder Bremen,Kaiserslautern,andreas wolf,0
270,38,28,Markus Rosenberg (SV Werder Bremen) wins a free kick on the right wing.,8,1,Werder Bremen,Kaiserslautern,markus rosenberg,0
271,39,28,Foul by Richard Sukuta-Pasu (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,richard sukutapasu,0
272,40,28,Foul by Rodnei (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,rodnei,0
273,41,29,Clemens Fritz (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,clemens fritz,0
274,42,29,Foul by Florian Dick (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,florian dick,0
275,43,31,"Corner,  Kaiserslautern. Conceded by Sokratis.",2,2,Kaiserslautern,Werder Bremen,sokratis,0
276,44,32,Attempt blocked. Markus Rosenberg (SV Werder Bremen) right footed shot from the centre of the box is blocked. Assisted by Lennart Thy.,1,1,Werder Bremen,Kaiserslautern,markus rosenberg,0
277,45,34,Lennart Thy (SV Werder Bremen) wins a free kick in the attacking half.,8,1,Werder Bremen,Kaiserslautern,lennart thy,0
278,46,34,Foul by Mathias Abel (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,mathias abel,0
279,47,35,Marko Marin (SV Werder Bremen) wins a free kick in the attacking half.,8,1,Werder Bremen,Kaiserslautern,marko marin,0
280,48,35,Foul by Christian Tiffert (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,christian tiffert,0
281,49,36,"Offside, SV Werder Bremen. Marko Marin tries a through ball, but Per Mertesacker is caught offside.",9,1,Werder Bremen,Kaiserslautern,per mertesacker,0
282,50,37,Attempt saved. Florian Dick (Kaiserslautern) right footed shot from outside the box is saved in the bottom left corner. Assisted by Christian Tiffert.,1,2,Kaiserslautern,Werder Bremen,florian dick,0
283,51,38,Foul by Clemens Fritz (SV Werder Bremen).,3,1,Werder Bremen,Kaiserslautern,clemens fritz,0
284,52,38,Thanos Petsos (Kaiserslautern) wins a free kick in the defensive half.,8,2,Kaiserslautern,Werder Bremen,thanos petsos,0
285,53,39,Lukas Schmitz (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,lukas schmitz,0
286,54,39,"Offside, SV Werder Bremen. Philipp Bargfrede tries a through ball, but Lennart Thy is caught offside.",9,1,Werder Bremen,Kaiserslautern,lennart thy,0
287,55,39,Foul by Olcay Sahan (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,olcay sahan,0
288,56,41,"Attempt missed. Clemens Fritz (SV Werder Bremen) right footed shot from outside the box is close, but misses to the left. Assisted by Marko Marin.",1,1,Werder Bremen,Kaiserslautern,clemens fritz,0
289,57,41,Foul by Lukas Schmitz (SV Werder Bremen).,3,1,Werder Bremen,Kaiserslautern,lukas schmitz,0
290,58,41,Olcay Sahan (Kaiserslautern) wins a free kick on the right wing.,8,2,Kaiserslautern,Werder Bremen,olcay sahan,0
291,59,43,"Corner,  SV Werder Bremen. Conceded by Pierre De Wit.",2,1,Werder Bremen,Kaiserslautern,pierre de wit,0
292,60,45,Marko Marin (SV Werder Bremen) wins a free kick in the attacking half.,8,1,Werder Bremen,Kaiserslautern,marko marin,0
293,61,45,Attempt missed. Aaron Hunt (SV Werder Bremen) left footed shot from outside the box is just a bit too high from a direct free kick.,1,1,Werder Bremen,Kaiserslautern,aaron hunt,0
294,62,45,"Substitution, SV Werder Bremen. Mehmet Ekici replaces Philipp Bargfrede.",7,1,Werder Bremen,Kaiserslautern,NA,0
295,63,45,Foul by Rodnei (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,rodnei,0
296,64,45,"Substitution, Kaiserslautern. Itay Shechter replaces Richard Sukuta-Pasu.",7,2,Kaiserslautern,Werder Bremen,NA,0
297,65,47,Andreas Wolf (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,andreas wolf,0
298,66,47,Foul by Christian Tiffert (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,christian tiffert,0
299,67,48,Attempt blocked. Marko Marin (SV Werder Bremen) right footed shot from the right side of the box is blocked. Assisted by Markus Rosenberg.,1,1,Werder Bremen,Kaiserslautern,marko marin,0
300,68,48,"Corner,  SV Werder Bremen. Conceded by Mathias Abel.",2,1,Werder Bremen,Kaiserslautern,mathias abel,0
301,69,49,Attempt missed. Sokratis (SV Werder Bremen) header from very close range is too high. Assisted by Mehmet Ekici with a cross following a corner.,1,1,Werder Bremen,Kaiserslautern,sokratis,0
302,70,49,"Offside, SV Werder Bremen. Lennart Thy tries a through ball, but Marko Marin is caught offside.",9,1,Werder Bremen,Kaiserslautern,marko marin,0
303,71,50,"Offside, Kaiserslautern. Ivo Ilicevic tries a through ball, but Itay Shechter is caught offside.",9,2,Kaiserslautern,Werder Bremen,itay shechter,0
304,72,52,Attempt saved. Itay Shechter (Kaiserslautern) header from the centre of the box is saved in the top centre of the goal. Assisted by Olcay Sahan with a cross.,1,2,Kaiserslautern,Werder Bremen,itay shechter,0
305,73,52,Attempt missed. Ivo Ilicevic (Kaiserslautern) right footed shot from outside the box is high and wide to the right. Assisted by Olcay Sahan.,1,2,Kaiserslautern,Werder Bremen,ivo ilicevic,0
306,74,53,Foul by Per Mertesacker (SV Werder Bremen).,3,1,Werder Bremen,Kaiserslautern,per mertesacker,0
307,75,53,Itay Shechter (Kaiserslautern) wins a free kick on the left wing.,8,2,Kaiserslautern,Werder Bremen,itay shechter,0
308,76,54,"Offside, SV Werder Bremen. Markus Rosenberg tries a through ball, but Marko Marin is caught offside.",9,1,Werder Bremen,Kaiserslautern,marko marin,0
309,77,55,Mehmet Ekici (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,mehmet ekici,0
310,78,55,Foul by Christian Tiffert (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,christian tiffert,0
311,79,55,Ivo Ilicevic (Kaiserslautern) hits the bar with a right footed shot from the centre of the box. Assisted by Florian Dick with a cross.,1,2,Kaiserslautern,Werder Bremen,ivo ilicevic,0
312,80,55,"Corner,  Kaiserslautern. Conceded by Per Mertesacker.",2,2,Kaiserslautern,Werder Bremen,per mertesacker,0
313,81,57,Aaron Hunt (SV Werder Bremen) wins a free kick on the left wing.,8,1,Werder Bremen,Kaiserslautern,aaron hunt,0
314,82,57,Attempt blocked. Marko Marin (SV Werder Bremen) right footed shot from the left side of the box is blocked. Assisted by Lukas Schmitz.,1,1,Werder Bremen,Kaiserslautern,marko marin,0
315,83,58,Per Mertesacker (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,per mertesacker,0
316,84,58,Foul by Itay Shechter (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,itay shechter,0
317,85,59,"Substitution, SV Werder Bremen. Wesley replaces Marko Marin.",7,1,Werder Bremen,Kaiserslautern,NA,0
318,86,60,"Goal!  SV Werder Bremen 1, Kaiserslautern 0. Markus Rosenberg (SV Werder Bremen) right footed shot from very close range to the bottom right corner.",1,1,Werder Bremen,Kaiserslautern,markus rosenberg,0
319,87,60,Attempt saved. Lukas Schmitz (SV Werder Bremen) left footed shot from outside the box is saved in the bottom right corner. Assisted by Clemens Fritz.,1,1,Werder Bremen,Kaiserslautern,lukas schmitz,0
320,88,61,Aaron Hunt (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,aaron hunt,0
321,89,61,Foul by Itay Shechter (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,itay shechter,0
322,90,63,Markus Rosenberg (SV Werder Bremen) wins a free kick in the attacking half.,8,1,Werder Bremen,Kaiserslautern,markus rosenberg,0
323,91,63,Foul by Christian Tiffert (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,christian tiffert,0
324,92,63,"Substitution, Kaiserslautern. Konstantinos Fortounis replaces Pierre De Wit.",7,2,Kaiserslautern,Werder Bremen,NA,0
325,93,69,Foul by Lukas Schmitz (SV Werder Bremen).,3,1,Werder Bremen,Kaiserslautern,lukas schmitz,0
326,94,69,Christian Tiffert (Kaiserslautern) wins a free kick on the right wing.,8,2,Kaiserslautern,Werder Bremen,christian tiffert,0
327,95,70,Attempt blocked. Clemens Fritz (SV Werder Bremen) right footed shot from outside the box is blocked. Assisted by Aaron Hunt with a headed pass.,1,1,Werder Bremen,Kaiserslautern,clemens fritz,0
328,96,70,Attempt blocked. Aaron Hunt (SV Werder Bremen) left footed shot from outside the box is blocked.,1,1,Werder Bremen,Kaiserslautern,aaron hunt,0
329,97,70,"Corner,  SV Werder Bremen. Conceded by Thanos Petsos.",2,1,Werder Bremen,Kaiserslautern,thanos petsos,0
330,98,71,Foul by Wesley (SV Werder Bremen).,3,1,Werder Bremen,Kaiserslautern,wesley,0
331,99,71,Wesley (SV Werder Bremen) is shown the yellow card for a bad foul.,4,1,Werder Bremen,Kaiserslautern,wesley,0
332,100,71,Florian Dick (Kaiserslautern) wins a free kick in the attacking half.,8,2,Kaiserslautern,Werder Bremen,florian dick,0
333,101,72,"Corner,  Kaiserslautern. Conceded by Clemens Fritz.",2,2,Kaiserslautern,Werder Bremen,clemens fritz,0
334,102,73,Clemens Fritz (SV Werder Bremen) wins a free kick in the defensive half.,8,1,Werder Bremen,Kaiserslautern,clemens fritz,0
335,103,73,Attempt blocked. Olcay Sahan (Kaiserslautern) right footed shot from outside the box is blocked.,1,2,Kaiserslautern,Werder Bremen,olcay sahan,0
336,104,73,Foul by Florian Dick (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,florian dick,0
337,105,73,Florian Dick (Kaiserslautern) is shown the yellow card for a bad foul.,4,2,Kaiserslautern,Werder Bremen,florian dick,0
338,106,74,Wesley (SV Werder Bremen) wins a free kick on the left wing.,8,1,Werder Bremen,Kaiserslautern,wesley,0
339,107,74,Foul by Mathias Abel (Kaiserslautern).,3,2,Kaiserslautern,Werder Bremen,mathias abel,0
340,108,75,Attempt blocked. Aaron Hunt (SV Werder Bremen) right footed shot from the centre of the box is blocked.,1,1,Werder Bremen,Kaiserslautern,aaron hunt,0
341,109,75,Foul by Sokratis (SV Werder Bremen).,3,1,Werder Bremen,Kaiserslautern,sokratis,0
342,110,75,Ivo Ilicevic (Kaiserslautern) wins a free kick on the left wing.,8,2,Kaiserslautern,Werder Bremen,ivo ilicevic,0
