id_event,sort_order,time,text,event_type,side,event_team,opponent,player,fastBreak
1093,23,18,Patrick Ochs (Wolfsburg) is shown the yellow card for a bad foul.,4,2,VfL Wolfsburg,FC Cologne,patrick ochs,0
1094,24,19,"Offside, Wolfsburg. Makoto Hasebe tries a through ball, but Patrick Helmes is caught offside.",9,2,VfL Wolfsburg,FC Cologne,patrick helmes,0
1095,25,23,Attempt missed. Patrick Ochs (Wolfsburg) left footed shot from the right side of the box misses to the right.,1,2,VfL Wolfsburg,FC Cologne,patrick ochs,0
1096,26,26,Milivoje Novakovic (1. FC Koln) wins a free kick on the left wing.,8,1,FC Cologne,VfL Wolfsburg,milivoje novakovic,0
1097,27,26,"Offside, Wolfsburg. Makoto Hasebe tries a through ball, but Patrick Helmes is caught offside.",9,2,VfL Wolfsburg,FC Cologne,patrick helmes,0
1098,28,26,Foul by Simon Kjaer (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,simon kjaer,0
1099,29,27,Mario Mandzukic (Wolfsburg) wins a free kick in the attacking half.,8,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1100,30,28,Attempt saved. Hasan Salihamidzic (Wolfsburg) right footed shot from outside the box is saved in the bottom left corner. Assisted by Mario Mandzukic.,1,2,VfL Wolfsburg,FC Cologne,hasan salihamidzic,0
1101,31,29,"Offside, 1. FC Koln. Miso Brecko tries a through ball, but Milivoje Novakovic is caught offside.",9,1,FC Cologne,VfL Wolfsburg,milivoje novakovic,0
1102,32,30,Miso Brecko (1. FC Koln) wins a free kick in the defensive half.,8,1,FC Cologne,VfL Wolfsburg,miso brecko,0
1103,33,30,Foul by Patrick Helmes (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,patrick helmes,0
1104,34,31,Attempt missed. Adil Chihi (1. FC Koln) left footed shot from outside the box is high and wide to the left. Assisted by Milivoje Novakovic.,1,1,FC Cologne,VfL Wolfsburg,adil chihi,0
1105,35,32,"Corner,  Wolfsburg. Conceded by Mato Jajalo.",2,2,VfL Wolfsburg,FC Cologne,mato jajalo,0
1106,36,32,Attempt blocked. Mario Mandzukic (Wolfsburg) right footed shot from the right side of the six yard box is blocked.,1,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1107,37,32,"Corner,  Wolfsburg. Conceded by Adil Chihi.",2,2,VfL Wolfsburg,FC Cologne,adil chihi,0
1108,38,33,Attempt blocked. Marco Russ (Wolfsburg) right footed shot from the centre of the box is blocked. Assisted by Simon Kjaer with a headed pass.,1,2,VfL Wolfsburg,FC Cologne,marco russ,0
1109,39,36,Foul by Lukas Podolski (1. FC Koln).,3,1,FC Cologne,VfL Wolfsburg,lukas podolski,0
1110,40,36,Makoto Hasebe (Wolfsburg) wins a free kick in the defensive half.,8,2,VfL Wolfsburg,FC Cologne,makoto hasebe,0
1111,41,37,Foul by Mato Jajalo (1. FC Koln).,3,1,FC Cologne,VfL Wolfsburg,mato jajalo,0
1112,42,37,Mario Mandzukic (Wolfsburg) wins a free kick in the defensive half.,8,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1113,43,39,"Corner,  1. FC Koln. Conceded by Makoto Hasebe.",2,1,FC Cologne,VfL Wolfsburg,makoto hasebe,0
1114,44,39,"Corner,  1. FC Koln. Conceded by Mario Mandzukic.",2,1,FC Cologne,VfL Wolfsburg,mario mandzukic,0
1115,45,40,"Corner,  1. FC Koln. Conceded by Simon Kjaer.",2,1,FC Cologne,VfL Wolfsburg,simon kjaer,0
1116,46,40,"Corner,  1. FC Koln. Conceded by Marco Russ.",2,1,FC Cologne,VfL Wolfsburg,marco russ,0
1117,47,42,Miso Brecko (1. FC Koln) wins a free kick on the right wing.,8,1,FC Cologne,VfL Wolfsburg,miso brecko,0
1118,48,42,Foul by Hasan Salihamidzic (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,hasan salihamidzic,0
1119,49,43,Foul by Martin Lanig (1. FC Koln).,3,1,FC Cologne,VfL Wolfsburg,martin lanig,0
1120,50,43,Hasan Salihamidzic (Wolfsburg) wins a free kick in the defensive half.,8,2,VfL Wolfsburg,FC Cologne,hasan salihamidzic,0
1121,51,44,Martin Lanig (1. FC Koln) wins a free kick in the attacking half.,8,1,FC Cologne,VfL Wolfsburg,martin lanig,0
1122,52,44,Foul by Josue (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,josue,0
1123,53,45,"Corner,  1. FC Koln. Conceded by Diego Benaglio.",2,1,FC Cologne,VfL Wolfsburg,diego benaglio,0
1124,54,45,"Corner,  1. FC Koln. Conceded by Marco Russ.",2,1,FC Cologne,VfL Wolfsburg,marco russ,0
1125,55,45,"Substitution, 1. FC Koln. Slawomir Peszko replaces Christian Eichner.",7,1,FC Cologne,VfL Wolfsburg,NA,0
1126,56,46,Sascha Riether (1. FC Koln) wins a free kick in the defensive half.,8,1,FC Cologne,VfL Wolfsburg,sascha riether,0
1127,57,46,Foul by Mario Mandzukic (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1128,58,50,Martin Lanig (1. FC Koln) wins a free kick in the attacking half.,8,1,FC Cologne,VfL Wolfsburg,martin lanig,0
1129,59,50,Foul by Hasan Salihamidzic (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,hasan salihamidzic,0
1130,60,51,Martin Lanig (1. FC Koln) wins a free kick in the defensive half.,8,1,FC Cologne,VfL Wolfsburg,martin lanig,0
1131,61,51,Foul by Mario Mandzukic (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1132,62,54,Attempt missed. Christian Trasch (Wolfsburg) left footed shot from the centre of the box is too high.,1,2,VfL Wolfsburg,FC Cologne,christian trasch,0
1133,63,57,Kevin Pezzoni (1. FC Koln) wins a free kick in the defensive half.,8,1,FC Cologne,VfL Wolfsburg,kevin pezzoni,0
1134,64,57,Foul by Mario Mandzukic (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1135,65,58,Foul by Martin Lanig (1. FC Koln).,3,1,FC Cologne,VfL Wolfsburg,martin lanig,0
1136,66,58,Josue (Wolfsburg) wins a free kick in the defensive half.,8,2,VfL Wolfsburg,FC Cologne,josue,0
1137,67,59,Martin Lanig (1. FC Koln) wins a free kick in the defensive half.,8,1,FC Cologne,VfL Wolfsburg,martin lanig,0
1138,68,59,Foul by Patrick Helmes (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,patrick helmes,0
1139,69,60,Lukas Podolski (1. FC Koln) wins a free kick in the attacking half.,8,1,FC Cologne,VfL Wolfsburg,lukas podolski,0
1140,70,61,"Offside, Wolfsburg. Diego Benaglio tries a through ball, but Patrick Ochs is caught offside.",9,2,VfL Wolfsburg,FC Cologne,patrick ochs,0
1141,71,62,Slawomir Peszko (1. FC Koln) wins a free kick on the left wing.,8,1,FC Cologne,VfL Wolfsburg,slawomir peszko,0
1142,72,62,Foul by Makoto Hasebe (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,makoto hasebe,0
1143,73,63,Attempt saved. Patrick Ochs (Wolfsburg) right footed shot from the centre of the box is saved in the bottom right corner. Assisted by Hasan Salihamidzic with a cross.,1,2,VfL Wolfsburg,FC Cologne,patrick ochs,0
1144,74,64,"Attempt missed. Mario Mandzukic (Wolfsburg) right footed shot from the centre of the box is close, but misses to the right. Assisted by Patrick Ochs with a cross.",1,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1145,75,65,Attempt saved. Patrick Helmes (Wolfsburg) right footed shot from the centre of the box is saved in the centre of the goal.,1,2,VfL Wolfsburg,FC Cologne,patrick helmes,0
1146,76,65,"Corner,  Wolfsburg. Conceded by Michael Rensing.",2,2,VfL Wolfsburg,FC Cologne,michael rensing,0
1147,77,67,Attempt missed. Adil Chihi (1. FC Koln) left footed shot from the right side of the box is just a bit too high. Assisted by Sascha Riether.,1,1,FC Cologne,VfL Wolfsburg,adil chihi,0
1148,78,68,"Corner,  1. FC Koln. Conceded by Marcel Schafer.",2,1,FC Cologne,VfL Wolfsburg,marcel schafer,0
1149,79,69,Attempt missed. Adil Chihi (1. FC Koln) left footed shot from very close range is too high. Assisted by Pedro Geromel with a headed pass following a corner.,1,1,FC Cologne,VfL Wolfsburg,adil chihi,0
1150,80,70,Foul by Martin Lanig (1. FC Koln).,3,1,FC Cologne,VfL Wolfsburg,martin lanig,0
1151,81,70,Mario Mandzukic (Wolfsburg) wins a free kick on the left wing.,8,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1152,82,71,Foul by Adil Chihi (1. FC Koln).,3,1,FC Cologne,VfL Wolfsburg,adil chihi,0
1153,83,71,Attempt saved. Marcel Schafer (Wolfsburg) right footed shot from the centre of the box is saved in the centre of the goal.,1,2,VfL Wolfsburg,FC Cologne,marcel schafer,0
1154,84,71,Mario Mandzukic (Wolfsburg) wins a free kick in the defensive half.,8,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1155,85,72,Foul by Martin Lanig (1. FC Koln).,3,1,FC Cologne,VfL Wolfsburg,martin lanig,0
1156,86,72,Hasan Salihamidzic (Wolfsburg) wins a free kick in the attacking half.,8,2,VfL Wolfsburg,FC Cologne,hasan salihamidzic,0
1157,87,73,Adil Chihi (1. FC Koln) wins a free kick in the defensive half.,8,1,FC Cologne,VfL Wolfsburg,adil chihi,0
1158,88,73,Foul by Mario Mandzukic (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1159,89,73,Attempt missed. Patrick Helmes (Wolfsburg) header from very close range misses to the right. Assisted by Marcel Schafer with a cross.,1,2,VfL Wolfsburg,FC Cologne,patrick helmes,0
1160,90,74,Slawomir Peszko (1. FC Koln) hits the left post with a left footed shot from the centre of the box. Assisted by Milivoje Novakovic with a cross.,1,1,FC Cologne,VfL Wolfsburg,slawomir peszko,0
1161,91,75,"Substitution, Wolfsburg. Sebastian Schindzielorz replaces Hasan Salihamidzic.",7,2,VfL Wolfsburg,FC Cologne,NA,0
1162,92,76,Foul by Miso Brecko (1. FC Koln).,3,1,FC Cologne,VfL Wolfsburg,miso brecko,0
1163,93,76,Patrick Ochs (Wolfsburg) wins a free kick in the defensive half.,8,2,VfL Wolfsburg,FC Cologne,patrick ochs,0
1164,94,78,Attempt saved. Milivoje Novakovic (1. FC Koln) left footed shot from the centre of the box is saved in the bottom right corner. Assisted by Adil Chihi with a through ball.,1,1,FC Cologne,VfL Wolfsburg,milivoje novakovic,0
1165,95,78,Attempt missed. Adil Chihi (1. FC Koln) header from the centre of the box is just a bit too high.,1,1,FC Cologne,VfL Wolfsburg,adil chihi,0
1166,96,79,Martin Lanig (1. FC Koln) wins a free kick in the attacking half.,8,1,FC Cologne,VfL Wolfsburg,martin lanig,0
1167,97,79,Foul by Josue (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,josue,0
1168,98,79,Marco Russ (Wolfsburg) is shown the yellow card.,4,2,VfL Wolfsburg,FC Cologne,marco russ,0
1169,99,80,Second yellow card to Milivoje Novakovic (1. FC Koln).,4,1,FC Cologne,VfL Wolfsburg,milivoje novakovic,0
1170,100,81,"Substitution, Wolfsburg. Alexander Madlung replaces Patrick Ochs.",7,2,VfL Wolfsburg,FC Cologne,NA,0
1171,101,82,Slawomir Peszko (1. FC Koln) wins a free kick on the left wing.,8,1,FC Cologne,VfL Wolfsburg,slawomir peszko,0
1172,102,82,Foul by Makoto Hasebe (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,makoto hasebe,0
1173,103,83,Adil Chihi (1. FC Koln) wins a free kick in the defensive half.,8,1,FC Cologne,VfL Wolfsburg,adil chihi,0
1174,104,83,"Substitution, 1. FC Koln. Odise Roshi replaces Kevin Pezzoni.",7,1,FC Cologne,VfL Wolfsburg,NA,0
1175,105,83,Foul by Marcel Schafer (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,marcel schafer,0
1176,106,83,Marcel Schafer (Wolfsburg) is shown the yellow card for a bad foul.,4,2,VfL Wolfsburg,FC Cologne,marcel schafer,0
1177,107,84,Attempt blocked. Patrick Helmes (Wolfsburg) right footed shot from the centre of the box is blocked. Assisted by Mario Mandzukic.,1,2,VfL Wolfsburg,FC Cologne,patrick helmes,0
1178,108,84,"Corner,  Wolfsburg. Conceded by Pedro Geromel.",2,2,VfL Wolfsburg,FC Cologne,pedro geromel,0
1179,109,84,"Substitution, Wolfsburg. Michael Schulze replaces Makoto Hasebe.",7,2,VfL Wolfsburg,FC Cologne,NA,0
1180,110,85,Attempt blocked. Alexander Madlung (Wolfsburg) right footed shot from outside the box is blocked. Assisted by Sebastian Schindzielorz.,1,2,VfL Wolfsburg,FC Cologne,alexander madlung,0
1181,111,85,"Goal!  1. FC Koln 0, Wolfsburg 2. Marcel Schafer (Wolfsburg) left footed shot from a difficult angle and long range on the right to the bottom left corner following a corner.",1,2,VfL Wolfsburg,FC Cologne,marcel schafer,0
1182,112,86,Foul by Adil Chihi (1. FC Koln).,3,1,FC Cologne,VfL Wolfsburg,adil chihi,0
1183,113,86,Marcel Schafer (Wolfsburg) wins a free kick in the defensive half.,8,2,VfL Wolfsburg,FC Cologne,marcel schafer,0
1184,114,88,Slawomir Peszko (1. FC Koln) wins a free kick on the left wing.,8,1,FC Cologne,VfL Wolfsburg,slawomir peszko,0
1185,115,88,"Substitution, 1. FC Koln. Andrezinho replaces Adil Chihi.",7,1,FC Cologne,VfL Wolfsburg,NA,0
1186,116,88,Foul by Michael Schulze (Wolfsburg).,3,2,VfL Wolfsburg,FC Cologne,michael schulze,0
1187,117,90,Mario Mandzukic (Wolfsburg) is shown the yellow card.,4,2,VfL Wolfsburg,FC Cologne,mario mandzukic,0
1188,118,90,"Goal!  1. FC Koln 0, Wolfsburg 3. Patrick Helmes (Wolfsburg) right footed shot from the centre of the box to the bottom left corner. Assisted by Mario Mandzukic following a fast break.",1,2,VfL Wolfsburg,FC Cologne,patrick helmes,1
1189,1,1,Jordan Loties (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,jordan loties,0
1190,2,2,Foul by Jonathan Brison (Nancy).,3,1,AS Nancy Lorraine,Lille,jonathan brison,0
1191,3,2,Mathieu Debuchy (Lille) wins a free kick on the right wing.,8,2,Lille,AS Nancy Lorraine,mathieu debuchy,0
1192,4,4,Attempt missed. Florent Balmont (Lille) right footed shot from outside the box is too high. Assisted by Eden Hazard.,1,2,Lille,AS Nancy Lorraine,florent balmont,0
1193,5,4,Bakaye Traore (Nancy) wins a free kick on the right wing.,8,1,AS Nancy Lorraine,Lille,bakaye traore,0
1194,6,4,Foul by Pape Souare (Lille).,3,2,Lille,AS Nancy Lorraine,pape souare,0
1195,7,4,Attempt missed. Youssouf Hadji (Nancy) header from the centre of the box misses to the right. Assisted by Loosemy Karaboue with a cross.,1,1,AS Nancy Lorraine,Lille,youssouf hadji,0
1196,8,6,Damien Gregorini (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,damien gregorini,0
1197,9,6,Foul by Dimitri Payet (Lille).,3,2,Lille,AS Nancy Lorraine,dimitri payet,0
1198,10,8,Samba DiakitA?? (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,samba diakite,0
1199,11,8,Foul by Eden Hazard (Lille).,3,2,Lille,AS Nancy Lorraine,eden hazard,0
1200,12,12,Foul by Pascal Berenguer (Nancy).,3,1,AS Nancy Lorraine,Lille,pascal berenguer,0
1201,13,12,Eden Hazard (Lille) wins a free kick in the attacking half.,8,2,Lille,AS Nancy Lorraine,eden hazard,0
1202,14,12,Jordan Loties (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,jordan loties,0
1203,15,12,Foul by Marko Basa (Lille).,3,2,Lille,AS Nancy Lorraine,marko basa,0
1204,16,13,Foul by MickaA??l ChrA??tien (Nancy).,3,1,AS Nancy Lorraine,Lille,NA,0
1205,17,14,Attempt blocked. Dimitri Payet (Lille) right footed shot from outside the box is blocked. Assisted by Eden Hazard.,1,2,Lille,AS Nancy Lorraine,dimitri payet,0
1206,18,14,Jonathan Brison (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,jonathan brison,0
1207,19,14,Foul by Mathieu Debuchy (Lille).,3,2,Lille,AS Nancy Lorraine,mathieu debuchy,0
1208,20,18,Attempt missed. Eden Hazard (Lille) header from the centre of the box is too high. Assisted by Mathieu Debuchy with a cross.,1,2,Lille,AS Nancy Lorraine,eden hazard,0
1209,21,20,Foul by Reynald LemaA??tre (Nancy).,3,1,AS Nancy Lorraine,Lille,reynald lemaitre,0
1210,22,20,Eden Hazard (Lille) wins a free kick in the attacking half.,8,2,Lille,AS Nancy Lorraine,eden hazard,0
1211,23,21,Attempt blocked. Eden Hazard (Lille) right footed shot from outside the box is blocked.,1,2,Lille,AS Nancy Lorraine,eden hazard,0
1212,24,21,Attempt blocked. Dimitri Payet (Lille) left footed shot from outside the box is blocked.,1,2,Lille,AS Nancy Lorraine,dimitri payet,0
1213,25,21,"Corner,  Lille. Conceded by Loosemy Karaboue.",2,2,Lille,AS Nancy Lorraine,loosemy karaboue,0
1214,26,22,Attempt missed. Moussa Sow (Lille) header from the centre of the box is high and wide to the right. Assisted by Eden Hazard with a cross following a corner.,1,2,Lille,AS Nancy Lorraine,moussa sow,0
1215,27,22,Bakaye Traore (Nancy) wins a free kick in the attacking half.,8,1,AS Nancy Lorraine,Lille,bakaye traore,0
1216,28,22,Foul by Rio Mavuba (Lille).,3,2,Lille,AS Nancy Lorraine,rio mavuba,0
1217,29,24,Foul by Loosemy Karaboue (Nancy).,3,1,AS Nancy Lorraine,Lille,loosemy karaboue,0
1218,30,24,Dimitri Payet (Lille) wins a free kick in the attacking half.,8,2,Lille,AS Nancy Lorraine,dimitri payet,0
1219,31,24,Loosemy Karaboue (Nancy) is shown the yellow card for a bad foul.,4,1,AS Nancy Lorraine,Lille,loosemy karaboue,0
1220,32,25,Attempt missed. Moussa Sow (Lille) right footed shot from outside the box is high and wide to the right. Assisted by Dimitri Payet from a direct free kick.,1,2,Lille,AS Nancy Lorraine,moussa sow,0
1221,33,26,Youssouf Hadji (Nancy) wins a free kick in the attacking half.,8,1,AS Nancy Lorraine,Lille,youssouf hadji,0
1222,34,26,Foul by Rio Mavuba (Lille).,3,2,Lille,AS Nancy Lorraine,rio mavuba,0
1223,35,27,Foul by Jonathan Brison (Nancy).,3,1,AS Nancy Lorraine,Lille,jonathan brison,0
1224,36,27,Marko Basa (Lille) wins a free kick in the defensive half.,8,2,Lille,AS Nancy Lorraine,marko basa,0
1225,37,28,Bakaye Traore (Nancy) wins a free kick in the attacking half.,8,1,AS Nancy Lorraine,Lille,bakaye traore,0
1226,38,28,Foul by Benoit Pedretti (Lille).,3,2,Lille,AS Nancy Lorraine,benoit pedretti,0
1227,39,28,Benoit Pedretti (Lille) is shown the yellow card for a bad foul.,4,2,Lille,AS Nancy Lorraine,benoit pedretti,0
1228,40,29,"Corner,  Nancy. Conceded by Mathieu Debuchy.",2,1,AS Nancy Lorraine,Lille,mathieu debuchy,0
1229,41,30,Foul by Bakaye Traore (Nancy).,3,1,AS Nancy Lorraine,Lille,bakaye traore,0
1230,42,30,Florent Balmont (Lille) wins a free kick in the defensive half.,8,2,Lille,AS Nancy Lorraine,florent balmont,0
1231,43,30,Foul by Jordan Loties (Nancy).,3,1,AS Nancy Lorraine,Lille,jordan loties,0
1232,44,30,Moussa Sow (Lille) wins a free kick in the attacking half.,8,2,Lille,AS Nancy Lorraine,moussa sow,0
1233,45,31,"Attempt missed. Benoit Pedretti (Lille) right footed shot from outside the box is close, but misses to the right from a direct free kick.",1,2,Lille,AS Nancy Lorraine,benoit pedretti,0
1234,46,32,Bakaye Traore (Nancy) wins a free kick on the right wing.,8,1,AS Nancy Lorraine,Lille,bakaye traore,0
1235,47,32,Foul by Pape Souare (Lille).,3,2,Lille,AS Nancy Lorraine,pape souare,0
1236,48,35,Hand ball by Moussa Sow (Lille).,10,2,Lille,AS Nancy Lorraine,moussa sow,0
1237,49,37,Foul by Samba DiakitA?? (Nancy).,3,1,AS Nancy Lorraine,Lille,samba diakite,0
1238,50,37,Eden Hazard (Lille) wins a free kick on the left wing.,8,2,Lille,AS Nancy Lorraine,eden hazard,0
1239,51,37,Samba DiakitA?? (Nancy) is shown the yellow card for a bad foul.,4,1,AS Nancy Lorraine,Lille,samba diakite,0
1240,52,38,Attempt missed. Benoit Pedretti (Lille) header from the centre of the box misses to the left. Assisted by Eden Hazard with a cross following a set piece situation.,1,2,Lille,AS Nancy Lorraine,benoit pedretti,0
1241,53,39,Jonathan Brison (Nancy) wins a free kick on the left wing.,8,1,AS Nancy Lorraine,Lille,jonathan brison,0
1242,54,39,Foul by Mathieu Debuchy (Lille).,3,2,Lille,AS Nancy Lorraine,mathieu debuchy,0
1243,55,43,Attempt saved. Florent Balmont (Lille) right footed shot from outside the box is saved in the top left corner. Assisted by Rio Mavuba.,1,2,Lille,AS Nancy Lorraine,florent balmont,0
1244,56,43,"Corner,  Lille. Conceded by Damien Gregorini.",2,2,Lille,AS Nancy Lorraine,damien gregorini,0
1245,57,43,Attempt saved. Florent Balmont (Lille) right footed shot from outside the box is saved in the centre of the goal.,1,2,Lille,AS Nancy Lorraine,florent balmont,0
1246,58,44,Benoit Pedretti (Lille) wins a free kick in the defensive half.,8,2,Lille,AS Nancy Lorraine,benoit pedretti,0
1247,59,45,Attempt missed. Bakaye Traore (Nancy) left footed shot from the centre of the box misses to the left. Assisted by Loosemy Karaboue with a cross.,1,1,AS Nancy Lorraine,Lille,bakaye traore,0
1248,60,45,"Corner,  Nancy. Conceded by Franck Beria.",2,1,AS Nancy Lorraine,Lille,franck beria,0
1249,61,45,"Corner,  Nancy. Conceded by Rio Mavuba.",2,1,AS Nancy Lorraine,Lille,rio mavuba,0
1250,62,45,Reynald LemaA??tre (Nancy) wins a free kick on the right wing.,8,1,AS Nancy Lorraine,Lille,reynald lemaitre,0
1251,63,45,Foul by Eden Hazard (Lille).,3,2,Lille,AS Nancy Lorraine,eden hazard,0
1252,64,47,Attempt saved. Florent Balmont (Lille) right footed shot from outside the box is saved in the bottom left corner. Assisted by Benoit Pedretti.,1,2,Lille,AS Nancy Lorraine,florent balmont,0
1253,65,47,"Corner,  Lille. Conceded by Damien Gregorini.",2,2,Lille,AS Nancy Lorraine,damien gregorini,0
1254,66,47,Attempt blocked. Franck Beria (Lille) right footed shot from outside the box is blocked. Assisted by Eden Hazard.,1,2,Lille,AS Nancy Lorraine,franck beria,0
1255,67,47,"Goal!  Nancy 0, Lille 1. Mathieu Debuchy (Lille) right footed shot from the centre of the box to the bottom right corner following a corner.",1,2,Lille,AS Nancy Lorraine,mathieu debuchy,0
1256,68,49,Attempt saved. Dimitri Payet (Lille) header from the centre of the box is saved in the bottom right corner. Assisted by Mathieu Debuchy with a cross.,1,2,Lille,AS Nancy Lorraine,dimitri payet,0
1257,69,51,Youssouf Hadji (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,youssouf hadji,0
1258,70,51,Foul by Dimitri Payet (Lille).,3,2,Lille,AS Nancy Lorraine,dimitri payet,0
1259,71,53,Loosemy Karaboue (Nancy) wins a free kick on the right wing.,8,1,AS Nancy Lorraine,Lille,loosemy karaboue,0
1260,72,53,Foul by Pape Souare (Lille).,3,2,Lille,AS Nancy Lorraine,pape souare,0
1261,73,53,Pape Souare (Lille) is shown the yellow card for a bad foul.,4,2,Lille,AS Nancy Lorraine,pape souare,0
1262,74,54,Foul by Andre Luiz (Nancy).,3,1,AS Nancy Lorraine,Lille,andre luiz,0
1263,75,54,Franck Beria (Lille) wins a free kick in the defensive half.,8,2,Lille,AS Nancy Lorraine,franck beria,0
1264,76,56,"Corner,  Nancy. Conceded by Florent Balmont.",2,1,AS Nancy Lorraine,Lille,florent balmont,0
1265,77,57,Bakaye Traore (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,bakaye traore,0
1266,78,57,Foul by Eden Hazard (Lille).,3,2,Lille,AS Nancy Lorraine,eden hazard,0
1267,79,59,Foul by MickaA??l ChrA??tien (Nancy).,3,1,AS Nancy Lorraine,Lille,NA,0
1268,80,59,Eden Hazard (Lille) wins a free kick in the attacking half.,8,2,Lille,AS Nancy Lorraine,eden hazard,0
1269,81,60,Attempt saved. Bakaye Traore (Nancy) right footed shot from outside the box is saved in the top right corner. Assisted by Pascal Berenguer.,1,1,AS Nancy Lorraine,Lille,bakaye traore,0
1270,82,60,"Corner,  Nancy. Conceded by MickaA??l Landreau.",2,1,AS Nancy Lorraine,Lille,mickaa??l landreau,0
1271,83,61,"Own Goal by Franck Beria, Lille.  Nancy 1, Lille 1.",1,1,AS Nancy Lorraine,Lille,franck beria,0
1272,84,65,Bakaye Traore (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,bakaye traore,0
1273,85,65,Foul by Eden Hazard (Lille).,3,2,Lille,AS Nancy Lorraine,eden hazard,0
1274,86,65,"Corner,  Nancy. Conceded by Pape Souare.",2,1,AS Nancy Lorraine,Lille,pape souare,0
1275,87,66,"Substitution, Nancy. Benjamin Jeannot replaces Samba DiakitA?? because of an injury.",7,1,AS Nancy Lorraine,Lille,NA,0
1276,88,67,"Substitution, Lille. Ludovic Obraniak replaces Dimitri Payet because of an injury.",7,2,Lille,AS Nancy Lorraine,NA,0
1277,89,72,Foul by Jonathan Brison (Nancy).,3,1,AS Nancy Lorraine,Lille,jonathan brison,0
1278,90,72,Mathieu Debuchy (Lille) wins a free kick on the right wing.,8,2,Lille,AS Nancy Lorraine,mathieu debuchy,0
1279,91,73,"Corner,  Lille. Conceded by Damien Gregorini.",2,2,Lille,AS Nancy Lorraine,damien gregorini,0
1280,92,74,Bakaye Traore (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,bakaye traore,0
1281,93,74,Foul by Ludovic Obraniak (Lille).,3,2,Lille,AS Nancy Lorraine,ludovic obraniak,0
1282,94,75,Foul by Reynald LemaA??tre (Nancy).,3,1,AS Nancy Lorraine,Lille,reynald lemaitre,0
1283,95,75,Ludovic Obraniak (Lille) wins a free kick on the right wing.,8,2,Lille,AS Nancy Lorraine,ludovic obraniak,0
1284,96,76,Attempt missed. Youssouf Hadji (Nancy) left footed shot from the centre of the box is too high following a fast break.,1,1,AS Nancy Lorraine,Lille,youssouf hadji,1
1285,97,77,Attempt saved. Eden Hazard (Lille) left footed shot from outside the box is saved in the centre of the goal.,1,2,Lille,AS Nancy Lorraine,eden hazard,0
1286,98,77,Youssouf Hadji (Nancy) wins a free kick in the attacking half.,8,1,AS Nancy Lorraine,Lille,youssouf hadji,0
1287,99,77,Foul by Franck Beria (Lille).,3,2,Lille,AS Nancy Lorraine,franck beria,0
1288,100,77,"Substitution, Lille. Idrissa Gana Gueye replaces Benoit Pedretti.",7,2,Lille,AS Nancy Lorraine,NA,0
1289,101,78,Attempt missed. Youssouf Hadji (Nancy) header from the centre of the box is high and wide to the left. Assisted by Loosemy Karaboue following a set piece situation.,1,1,AS Nancy Lorraine,Lille,youssouf hadji,0
1290,102,80,"Corner,  Lille. Conceded by Pascal Berenguer.",2,2,Lille,AS Nancy Lorraine,pascal berenguer,0
1291,103,81,Foul by Loosemy Karaboue (Nancy).,3,1,AS Nancy Lorraine,Lille,loosemy karaboue,0
1292,104,81,Eden Hazard (Lille) wins a free kick on the left wing.,8,2,Lille,AS Nancy Lorraine,eden hazard,0
1293,105,81,Bakaye Traore (Nancy) wins a free kick in the defensive half.,8,1,AS Nancy Lorraine,Lille,bakaye traore,0
1294,106,81,Foul by Marko Basa (Lille).,3,2,Lille,AS Nancy Lorraine,marko basa,0
